"isono","year","sexno","ageno","eduno","nirate"
504,1980,0,0,0,26.5
504,1985,0,0,0,23.3
504,1990,0,0,0,20.1
504,1995,0,0,0,17
504,2000,0,0,0,15
504,2005,0,0,0,14.3
508,1970,0,0,0,23.7
508,1975,0,0,0,25.3
508,1980,0,0,0,24.5
508,1985,0,0,0,22.5
508,1990,0,0,0,23.6
508,1995,0,0,0,25.7
508,2000,0,0,0,26.6
508,2005,0,0,0,23.9
512,1970,0,0,0,34.6
512,1975,0,0,0,39.7
512,1980,0,0,0,40.6
512,1985,0,0,0,37.6
512,1990,0,0,0,29.1
512,1995,0,0,0,23.2
512,2000,0,0,0,18.4
512,2005,0,0,0,15.3
516,1970,0,0,0,30.4
516,1975,0,0,0,31.6
516,1980,0,0,0,30.8
516,1985,0,0,0,29.6
516,1990,0,0,0,27.8
516,1995,0,0,0,23.6
516,2000,0,0,0,19.3
516,2005,0,0,0,18.8
524,1970,0,0,0,23.1
524,1975,0,0,0,24.1
524,1980,0,0,0,24.9
524,1985,0,0,0,25.4
524,1990,0,0,0,25.7
524,1995,0,0,0,25.3
524,2000,0,0,0,23.1
524,2005,0,0,0,19.4
528,1970,0,0,0,7
528,1975,0,0,0,4.4
528,1980,0,0,0,4
528,1985,0,0,0,4.2
528,1990,0,0,0,4.1
528,1995,0,0,0,3.7
528,2000,0,0,0,3.7
528,2005,0,0,0,3.1
530,1970,0,0,0,14.9
530,1975,0,0,0,15.5
530,1980,0,0,0,15.4
530,1985,0,0,0,14.2
530,1990,0,0,0,12.8
530,1995,0,0,0,9.4
530,2000,0,0,0,7.1
530,2005,0,0,0,6.5
533,1970,0,0,0,17.1
533,1975,0,0,0,16.3
533,1980,0,0,0,15.8
533,1985,0,0,0,13.8
533,1990,0,0,0,11.1
533,1995,0,0,0,8.5
533,2000,0,0,0,6.2
533,2005,0,0,0,4.8
540,1970,0,0,0,29.1
540,1975,0,0,0,22.5
540,1980,0,0,0,19.5
540,1985,0,0,0,17.7
540,1990,0,0,0,17.8
540,1995,0,0,0,14.9
540,2000,0,0,0,12.2
540,2005,0,0,0,11.1
548,1970,0,0,0,28.4
548,1975,0,0,0,28.5
548,1980,0,0,0,28.5
548,1985,0,0,0,27.7
548,1990,0,0,0,27.6
548,1995,0,0,0,27.1
548,2000,0,0,0,26.3
548,2005,0,0,0,25.3
554,1970,0,0,0,12.4
554,1975,0,0,0,9
554,1980,0,0,0,7.8
554,1985,0,0,0,8.3
554,1990,0,0,0,8.9
554,1995,0,0,0,7.4
554,2000,0,0,0,7
554,2005,0,0,0,8
558,1970,0,0,0,33.6
558,1975,0,0,0,33.7
558,1980,0,0,0,32.5
558,1985,0,0,0,29.7
558,1990,0,0,0,28.8
558,1995,0,0,0,24.5
558,2000,0,0,0,21.2
558,2005,0,0,0,20.1
562,1970,0,0,0,30.2
562,1975,0,0,0,29.9
562,1980,0,0,0,30.6
562,1985,0,0,0,31.3
562,1990,0,0,0,32.8
562,1995,0,0,0,34.2
562,2000,0,0,0,35.1
562,2005,0,0,0,35.7
566,1970,0,0,0,25.5
566,1975,0,0,0,27.1
566,1980,0,0,0,27.2
566,1985,0,0,0,25.8
566,1990,0,0,0,24.2
566,1995,0,0,0,23.6
566,2000,0,0,0,24.8
566,2005,0,0,0,25.3
578,1970,0,0,0,5.8
578,1975,0,0,0,2.9
578,1980,0,0,0,2.1
578,1985,0,0,0,2.6
578,1990,0,0,0,3.5
578,1995,0,0,0,3.3
578,2000,0,0,0,2.9
578,2005,0,0,0,3.7
583,1970,0,0,0,31.2
583,1975,0,0,0,30.5
583,1980,0,0,0,32.1
583,1985,0,0,0,28.8
583,1990,0,0,0,25.8
583,1995,0,0,0,25.2
583,2000,0,0,0,22.2
583,2005,0,0,0,19.3
586,1970,0,0,0,28.9
586,1975,0,0,0,30.4
586,1980,0,0,0,31
586,1985,0,0,0,31.3
586,1990,0,0,0,28.4
586,1995,0,0,0,25.5
586,2000,0,0,0,20.9
586,2005,0,0,0,20.4
591,1970,0,0,0,28
591,1975,0,0,0,24.7
591,1980,0,0,0,22.9
591,1985,0,0,0,21.9
591,1990,0,0,0,19.9
591,1995,0,0,0,19
591,2000,0,0,0,17.7
591,2005,0,0,0,15.8
598,1970,0,0,0,29.2
598,1975,0,0,0,27.5
598,1980,0,0,0,26.8
598,1985,0,0,0,24.5
598,1990,0,0,0,25.2
598,1995,0,0,0,26.3
598,2000,0,0,0,25
598,2005,0,0,0,23.6
600,1970,0,0,0,28.6
600,1975,0,0,0,29.2
600,1980,0,0,0,30.4
600,1985,0,0,0,28.3
600,1990,0,0,0,25.8
600,1995,0,0,0,23.3
600,2000,0,0,0,21.3
600,2005,0,0,0,19.3
604,1970,0,0,0,27.6
604,1975,0,0,0,26.9
604,1980,0,0,0,24.5
604,1985,0,0,0,23.4
604,1990,0,0,0,21.5
604,1995,0,0,0,19.2
604,2000,0,0,0,17.4
604,2005,0,0,0,15.8
608,1970,0,0,0,29.8
608,1975,0,0,0,29.5
608,1980,0,0,0,28.3
608,1985,0,0,0,27.2
608,1990,0,0,0,25.4
608,1995,0,0,0,24.1
608,2000,0,0,0,23
608,2005,0,0,0,20
616,1970,0,0,0,9.3
616,1975,0,0,0,9.9
616,1980,0,0,0,9.4
616,1985,0,0,0,5.9
616,1990,0,0,0,3
616,1995,0,0,0,0.6
616,2000,0,0,0,-0.2
616,2005,0,0,0,0.3
620,1970,0,0,0,9.2
620,1975,0,0,0,8.1
620,1980,0,0,0,4.9
620,1985,0,0,0,2.2
620,1990,0,0,0,1
620,1995,0,0,0,0.7
620,2000,0,0,0,0.5
620,2005,0,0,0,-0.3
624,1970,0,0,0,28.4
624,1975,0,0,0,20.3
624,1980,0,0,0,24.4
624,1985,0,0,0,23.7
624,1990,0,0,0,24
624,1995,0,0,0,22.9
624,2000,0,0,0,22.5
624,2005,0,0,0,21.9
626,1970,0,0,0,17.8
626,1975,0,0,0,4.9
626,1980,0,0,0,22
626,1985,0,0,0,22.7
626,1990,0,0,0,28.6
626,1995,0,0,0,33.2
626,2000,0,0,0,30.4
626,2005,0,0,0,30.7
630,1970,0,0,0,18.7
630,1975,0,0,0,18
630,1980,0,0,0,14.1
630,1985,0,0,0,11.8
630,1990,0,0,0,9.8
630,1995,0,0,0,7.3
630,2000,0,0,0,6.4
630,2005,0,0,0,6
634,1970,0,0,0,29.6
634,1975,0,0,0,31.7
634,1980,0,0,0,30.1
634,1985,0,0,0,22.9
634,1990,0,0,0,20.6
634,1995,0,0,0,17.1
634,2000,0,0,0,16.9
634,2005,0,0,0,12.5
638,1970,0,0,0,19.7
638,1975,0,0,0,17
638,1980,0,0,0,17.1
638,1985,0,0,0,18.1
638,1990,0,0,0,16.2
638,1995,0,0,0,14.5
638,2000,0,0,0,14
638,2005,0,0,0,12.5
642,1970,0,0,0,10.1
642,1975,0,0,0,9.4
642,1980,0,0,0,5.5
642,1985,0,0,0,5.2
642,1990,0,0,0,0
642,1995,0,0,0,-1.7
642,2000,0,0,0,-2
642,2005,0,0,0,-1.7
643,1970,0,0,0,6.3
643,1975,0,0,0,5.6
643,1980,0,0,0,5.5
643,1985,0,0,0,5.1
643,1990,0,0,0,-2.4
643,1995,0,0,0,-5.6
643,2000,0,0,0,-6.2
643,2005,0,0,0,-2.8
646,1970,0,0,0,31.5
646,1975,0,0,0,33
646,1980,0,0,0,35.9
646,1985,0,0,0,30.7
646,1990,0,0,0,-0.8
646,1995,0,0,0,20.8
646,2000,0,0,0,25.4
646,2005,0,0,0,28.4
662,1970,0,0,0,29.6
662,1975,0,0,0,31.3
662,1980,0,0,0,28.1
662,1985,0,0,0,24.6
662,1990,0,0,0,19.4
662,1995,0,0,0,14.4
662,2000,0,0,0,10.9
662,2005,0,0,0,11.8
670,1970,0,0,0,28.2
670,1975,0,0,0,24.2
670,1980,0,0,0,21.4
670,1985,0,0,0,18.5
670,1990,0,0,0,16.6
670,1995,0,0,0,13.8
670,2000,0,0,0,10.8
670,2005,0,0,0,10.2
678,1970,0,0,0,27.6
678,1975,0,0,0,30.1
678,1980,0,0,0,28.9
678,1985,0,0,0,28.1
678,1990,0,0,0,27.1
678,1995,0,0,0,26.7
678,2000,0,0,0,26
678,2005,0,0,0,24.2
682,1970,0,0,0,33
682,1975,0,0,0,34.1
682,1980,0,0,0,35.2
682,1985,0,0,0,32.4
682,1990,0,0,0,28.6
682,1995,0,0,0,25.2
682,2000,0,0,0,20.6
682,2005,0,0,0,18.3
686,1970,0,0,0,28.1
686,1975,0,0,0,29.9
686,1980,0,0,0,31
686,1985,0,0,0,31.4
686,1990,0,0,0,30.3
686,1995,0,0,0,29.2
686,2000,0,0,0,29.2
686,2005,0,0,0,29.1
688,1970,0,0,0,9.2
688,1975,0,0,0,9.2
688,1980,0,0,0,7.4
688,1985,0,0,0,5.7
688,1990,0,0,0,3.7
688,1995,0,0,0,1.5
688,2000,0,0,0,1.2
688,2005,0,0,0,0
694,1970,0,0,0,18.6
694,1975,0,0,0,21.1
694,1980,0,0,0,22.6
694,1985,0,0,0,20.1
694,1990,0,0,0,18.6
694,1995,0,0,0,19.6
694,2000,0,0,0,22
694,2005,0,0,0,23.7
702,1970,0,0,0,16.8
702,1975,0,0,0,11.8
702,1980,0,0,0,10.9
702,1985,0,0,0,13
702,1990,0,0,0,14.4
702,1995,0,0,0,9.9
702,2000,0,0,0,5.6
702,2005,0,0,0,4.2
703,1970,0,0,0,9.9
703,1975,0,0,0,10.5
703,1980,0,0,0,8.2
703,1985,0,0,0,6.3
703,1990,0,0,0,4
703,1995,0,0,0,1.2
703,2000,0,0,0,0.1
703,2005,0,0,0,0.4
704,1970,0,0,0,21
704,1975,0,0,0,19.9
704,1980,0,0,0,23.1
704,1985,0,0,0,22.4
704,1990,0,0,0,20.5
704,1995,0,0,0,13.2
704,2000,0,0,0,11.9
704,2005,0,0,0,12
705,1970,0,0,0,6.5
705,1975,0,0,0,6.3
705,1980,0,0,0,3.7
705,1985,0,0,0,2.4
705,1990,0,0,0,0.2
705,1995,0,0,0,-0.5
705,2000,0,0,0,-0.6
705,2005,0,0,0,0.6
706,1970,0,0,0,26.8
706,1975,0,0,0,27.7
706,1980,0,0,0,23.8
706,1985,0,0,0,26.8
706,1990,0,0,0,25
706,1995,0,0,0,28
706,2000,0,0,0,29.5
706,2005,0,0,0,28.7
710,1970,0,0,0,24.6
710,1975,0,0,0,24.1
710,1980,0,0,0,24
710,1985,0,0,0,22.5
710,1990,0,0,0,19
710,1995,0,0,0,14.7
710,2000,0,0,0,10.1
710,2005,0,0,0,6.7
716,1970,0,0,0,35
716,1975,0,0,0,36.3
716,1980,0,0,0,35.3
716,1985,0,0,0,30.9
716,1990,0,0,0,25.4
716,1995,0,0,0,16.9
716,2000,0,0,0,12.1
716,2005,0,0,0,14.3
724,1970,0,0,0,10.6
724,1975,0,0,0,9.2
724,1980,0,0,0,5.4
724,1985,0,0,0,2.5
724,1990,0,0,0,1.1
724,1995,0,0,0,0.3
724,2000,0,0,0,1.3
724,2005,0,0,0,1.9
736,1970,0,0,0,27.5
736,1975,0,0,0,28.1
736,1980,0,0,0,28
736,1985,0,0,0,27.3
736,1990,0,0,0,26.9
736,1995,0,0,0,26.6
736,2000,0,0,0,26.2
736,2005,0,0,0,24.4
740,1970,0,0,0,26.6
740,1975,0,0,0,22.8
740,1980,0,0,0,22.7
740,1985,0,0,0,18.2
740,1990,0,0,0,15.4
740,1995,0,0,0,16.2
740,2000,0,0,0,13.4
740,2005,0,0,0,11.9
748,1970,0,0,0,32.9
748,1975,0,0,0,34.2
748,1980,0,0,0,35.7
748,1985,0,0,0,35.8
748,1990,0,0,0,30.4
748,1995,0,0,0,22.1
748,2000,0,0,0,16.1
748,2005,0,0,0,15.2
752,1970,0,0,0,3.2
752,1975,0,0,0,0.8
752,1980,0,0,0,0.3
752,1985,0,0,0,1.8
752,1990,0,0,0,2.7
752,1995,0,0,0,-0.4
752,2000,0,0,0,0.3
752,2005,0,0,0,1.8
756,1970,0,0,0,5.2
756,1975,0,0,0,2.6
756,1980,0,0,0,2.2
756,1985,0,0,0,2.7
756,1990,0,0,0,2.8
756,1995,0,0,0,2.4
756,2000,0,0,0,1.7
756,2005,0,0,0,1.8
760,1970,0,0,0,36.2
760,1975,0,0,0,37
760,1980,0,0,0,36.1
760,1985,0,0,0,33.1
760,1990,0,0,0,28.9
760,1995,0,0,0,25.8
760,2000,0,0,0,22.6
760,2005,0,0,0,20.4
762,1970,0,0,0,30.3
762,1975,0,0,0,28.4
762,1980,0,0,0,30.6
762,1985,0,0,0,33.2
762,1990,0,0,0,27.7
762,1995,0,0,0,24.5
762,2000,0,0,0,22.2
762,2005,0,0,0,21.6
764,1970,0,0,0,25.6
764,1975,0,0,0,21.3
764,1980,0,0,0,18.1
764,1985,0,0,0,15.5
764,1990,0,0,0,12.6
764,1995,0,0,0,9.5
764,2000,0,0,0,7.5
764,2005,0,0,0,5.7
768,1970,0,0,0,29.7
768,1975,0,0,0,30.7
768,1980,0,0,0,30.5
768,1985,0,0,0,29.5
768,1990,0,0,0,28
768,1995,0,0,0,26.1
768,2000,0,0,0,24.2
768,2005,0,0,0,21.9
776,1970,0,0,0,26.9
776,1975,0,0,0,27.7
776,1980,0,0,0,28.9
776,1985,0,0,0,25.6
776,1990,0,0,0,24.8
776,1995,0,0,0,22.1
776,2000,0,0,0,22.4
776,2005,0,0,0,22.1
780,1970,0,0,0,19.2
780,1975,0,0,0,20.9
780,1980,0,0,0,20.9
780,1985,0,0,0,17.6
780,1990,0,0,0,11.2
780,1995,0,0,0,7.9
780,2000,0,0,0,6.6
780,2005,0,0,0,6.9
784,1970,0,0,0,26.2
784,1975,0,0,0,24.5
784,1980,0,0,0,26.8
784,1985,0,0,0,25.4
784,1990,0,0,0,20.4
784,1995,0,0,0,16
784,2000,0,0,0,14.4
784,2005,0,0,0,12.6
788,1970,0,0,0,24.8
788,1975,0,0,0,26.6
788,1980,0,0,0,26
788,1985,0,0,0,23.4
788,1990,0,0,0,17.8
788,1995,0,0,0,12.5
788,2000,0,0,0,11.1
788,2005,0,0,0,11.5
792,1970,0,0,0,23.6
792,1975,0,0,0,23.4
792,1980,0,0,0,23
792,1985,0,0,0,18.9
792,1990,0,0,0,17.5
792,1995,0,0,0,16
792,2000,0,0,0,14
792,2005,0,0,0,13.2
795,1970,0,0,0,26.8
795,1975,0,0,0,25.8
795,1980,0,0,0,26.4
795,1985,0,0,0,27.4
795,1990,0,0,0,23.9
795,1995,0,0,0,16.7
795,2000,0,0,0,15.6
795,2005,0,0,0,14.2
800,1970,0,0,0,33.3
800,1975,0,0,0,32.8
800,1980,0,0,0,32.8
800,1985,0,0,0,32.8
800,1990,0,0,0,31.3
800,1995,0,0,0,30.4
800,2000,0,0,0,32.1
800,2005,0,0,0,33.2
804,1970,0,0,0,6
804,1975,0,0,0,4.2
804,1980,0,0,0,3.5
804,1985,0,0,0,2.7
804,1990,0,0,0,-2.4
804,1995,0,0,0,-6.7
804,2000,0,0,0,-7.5
804,2005,0,0,0,-6.2
807,1970,0,0,0,14.3
807,1975,0,0,0,14.6
807,1980,0,0,0,13
807,1985,0,0,0,10.3
807,1990,0,0,0,8.4
807,1995,0,0,0,5.5
807,2000,0,0,0,3.3
807,2005,0,0,0,2
818,1970,0,0,0,25.4
818,1975,0,0,0,26.6
818,1980,0,0,0,26.8
818,1985,0,0,0,25.4
818,1990,0,0,0,21.3
818,1995,0,0,0,20.1
818,2000,0,0,0,19.5
818,2005,0,0,0,18.7
826,1970,0,0,0,1.7
826,1975,0,0,0,0.1
826,1980,0,0,0,1.1
826,1985,0,0,0,2.1
826,1990,0,0,0,2
826,1995,0,0,0,1.5
826,2000,0,0,0,1.2
826,2005,0,0,0,2.7
830,1970,0,0,0,1.6
830,1975,0,0,0,0
830,1980,0,0,0,0
830,1985,0,0,0,0.8
830,1990,0,0,0,1.5
830,1995,0,0,0,0.8
830,2000,0,0,0,0.6
830,2005,0,0,0,0.1
834,1970,0,0,0,30.5
834,1975,0,0,0,31.5
834,1980,0,0,0,30.8
834,1985,0,0,0,30.1
834,1990,0,0,0,28
834,1995,0,0,0,26.9
834,2000,0,0,0,28.2
834,2005,0,0,0,30.2
840,1970,0,0,0,6.5
840,1975,0,0,0,6.4
840,1980,0,0,0,6.8
840,1985,0,0,0,6.8
840,1990,0,0,0,6.6
840,1995,0,0,0,5.6
840,2000,0,0,0,5.6
840,2005,0,0,0,5.7
850,1970,0,0,0,35.2
850,1975,0,0,0,30.3
850,1980,0,0,0,25.5
850,1985,0,0,0,19.4
850,1990,0,0,0,18.1
850,1995,0,0,0,12.2
850,2000,0,0,0,8.2
850,2005,0,0,0,6
854,1970,0,0,0,26.1
854,1975,0,0,0,29.1
854,1980,0,0,0,30.6
854,1985,0,0,0,30.6
854,1990,0,0,0,30.3
854,1995,0,0,0,30.3
854,2000,0,0,0,30.6
854,2005,0,0,0,31.2
858,1970,0,0,0,11.1
858,1975,0,0,0,10.1
858,1980,0,0,0,8.5
858,1985,0,0,0,8.4
858,1990,0,0,0,8.5
858,1995,0,0,0,7.4
858,2000,0,0,0,6.5
858,2005,0,0,0,5.8
860,1970,0,0,0,25.9
860,1975,0,0,0,26.3
860,1980,0,0,0,28
860,1985,0,0,0,28.9
860,1990,0,0,0,25.3
860,1995,0,0,0,18.9
860,2000,0,0,0,15.2
860,2005,0,0,0,15.1
862,1970,0,0,0,28.4
862,1975,0,0,0,28.4
862,1980,0,0,0,26.7
862,1985,0,0,0,25.3
862,1990,0,0,0,22.1
862,1995,0,0,0,19.6
862,2000,0,0,0,17.8
862,2005,0,0,0,16.4
882,1970,0,0,0,28.1
882,1975,0,0,0,25.9
882,1980,0,0,0,28.3
882,1985,0,0,0,26.1
882,1990,0,0,0,24.2
882,1995,0,0,0,27
882,2000,0,0,0,24.2
882,2005,0,0,0,20.5
887,1970,0,0,0,28
887,1975,0,0,0,36.3
887,1980,0,0,0,42.1
887,1985,0,0,0,41.3
887,1990,0,0,0,37.6
887,1995,0,0,0,32.6
887,2000,0,0,0,31.5
887,2005,0,0,0,31.7
894,1970,0,0,0,32.5
894,1975,0,0,0,32.6
894,1980,0,0,0,30.6
894,1985,0,0,0,28.6
894,1990,0,0,0,25.5
894,1995,0,0,0,25.1
894,2000,0,0,0,24.8
894,2005,0,0,0,27.9
900,1970,0,0,0,19.6
900,1975,0,0,0,17.7
900,1980,0,0,0,17.6
900,1985,0,0,0,17.4
900,1990,0,0,0,15.2
900,1995,0,0,0,13.4
900,2000,0,0,0,12.2
900,2005,0,0,0,11.6
903,1970,0,0,0,27.4
903,1975,0,0,0,28.3
903,1980,0,0,0,28.4
903,1985,0,0,0,27.6
903,1990,0,0,0,25.6
903,1995,0,0,0,24.3
903,2000,0,0,0,24
903,2005,0,0,0,23.6
904,1970,0,0,0,25.3
904,1975,0,0,0,24.3
904,1980,0,0,0,22.9
904,1985,0,0,0,20.8
904,1990,0,0,0,18.8
904,1995,0,0,0,17
904,2000,0,0,0,15.4
904,2005,0,0,0,13.3
905,1970,0,0,0,6.7
905,1975,0,0,0,6.6
905,1980,0,0,0,6.9
905,1985,0,0,0,6.9
905,1990,0,0,0,6.6
905,1995,0,0,0,5.4
905,2000,0,0,0,5.4
905,2005,0,0,0,5.5
906,1970,0,0,0,22.2
906,1975,0,0,0,14
906,1980,0,0,0,13.7
906,1985,0,0,0,14.8
906,1990,0,0,0,11
906,1995,0,0,0,8.4
906,2000,0,0,0,5.8
906,2005,0,0,0,4.9
908,1970,0,0,0,5.5
908,1975,0,0,0,4.3
908,1980,0,0,0,3.6
908,1985,0,0,0,3.1
908,1990,0,0,0,0.3
908,1995,0,0,0,-1.3
908,2000,0,0,0,-1.5
908,2005,0,0,0,-0.4
909,1970,0,0,0,14.8
909,1975,0,0,0,12.5
909,1980,0,0,0,12.3
909,1985,0,0,0,11.7
909,1990,0,0,0,11.8
909,1995,0,0,0,11.1
909,2000,0,0,0,10.6
909,2005,0,0,0,11.1
910,1970,0,0,0,29.2
910,1975,0,0,0,30
910,1980,0,0,0,29.6
910,1985,0,0,0,29.6
910,1990,0,0,0,27.5
910,1995,0,0,0,26.9
910,2000,0,0,0,26.3
910,2005,0,0,0,26.3
911,1970,0,0,0,26.7
911,1975,0,0,0,28.1
911,1980,0,0,0,29.5
911,1985,0,0,0,30.1
911,1990,0,0,0,30
911,1995,0,0,0,28.4
911,2000,0,0,0,28.3
911,2005,0,0,0,26.5
912,1970,0,0,0,27.9
912,1975,0,0,0,27.9
912,1980,0,0,0,27.9
912,1985,0,0,0,25.6
912,1990,0,0,0,22.2
912,1995,0,0,0,19.7
912,2000,0,0,0,19
912,2005,0,0,0,18.4
913,1970,0,0,0,25.2
913,1975,0,0,0,25
913,1980,0,0,0,24.9
913,1985,0,0,0,23.4
913,1990,0,0,0,19.9
913,1995,0,0,0,15.4
913,2000,0,0,0,10.7
913,2005,0,0,0,7.7
914,1970,0,0,0,26.1
914,1975,0,0,0,27.7
914,1980,0,0,0,28
914,1985,0,0,0,27.1
914,1990,0,0,0,26
914,1995,0,0,0,25.3
914,2000,0,0,0,26
914,2005,0,0,0,26.4
915,1970,0,0,0,22.1
915,1975,0,0,0,18.9
915,1980,0,0,0,18.8
915,1985,0,0,0,17.9
915,1990,0,0,0,15.8
915,1995,0,0,0,13.8
915,2000,0,0,0,12.4
915,2005,0,0,0,11.2
916,1970,0,0,0,32.1
916,1975,0,0,0,29.1
916,1980,0,0,0,26.4
916,1985,0,0,0,24.7
916,1990,0,0,0,23.3
916,1995,0,0,0,20.4
916,2000,0,0,0,19
916,2005,0,0,0,17.3
920,1970,0,0,0,24.7
920,1975,0,0,0,22.6
920,1980,0,0,0,22.5
920,1985,0,0,0,20.4
920,1990,0,0,0,18.3
920,1995,0,0,0,15.4
920,2000,0,0,0,14.1
920,2005,0,0,0,12.5
921,1970,0,0,0,22.9
921,1975,0,0,0,24.6
921,1980,0,0,0,24.2
921,1985,0,0,0,23.3
921,1990,0,0,0,21.2
921,1995,0,0,0,18.9
921,2000,0,0,0,16.8
921,2005,0,0,0,15.6
922,1970,0,0,0,26.1
922,1975,0,0,0,26.6
922,1980,0,0,0,26.6
922,1985,0,0,0,25
922,1990,0,0,0,23.4
922,1995,0,0,0,21.5
922,2000,0,0,0,19.6
922,2005,0,0,0,18.8
923,1970,0,0,0,6.9
923,1975,0,0,0,6.2
923,1980,0,0,0,5.3
923,1985,0,0,0,4.4
923,1990,0,0,0,-1.2
923,1995,0,0,0,-4.3
923,2000,0,0,0,-4.8
923,2005,0,0,0,-2.8
924,1970,0,0,0,3
924,1975,0,0,0,1.3
924,1980,0,0,0,1.7
924,1985,0,0,0,2.4
924,1990,0,0,0,2.1
924,1995,0,0,0,1.2
924,2000,0,0,0,1.1
924,2005,0,0,0,2.4
925,1970,0,0,0,8.6
925,1975,0,0,0,6.8
925,1980,0,0,0,4.2
925,1985,0,0,0,2.4
925,1990,0,0,0,1.3
925,1995,0,0,0,0.5
925,2000,0,0,0,0.5
925,2005,0,0,0,0.5
926,1970,0,0,0,2.1
926,1975,0,0,0,0.7
926,1980,0,0,0,1.2
926,1985,0,0,0,1.6
926,1990,0,0,0,1.2
926,1995,0,0,0,1.1
926,2000,0,0,0,1.1
926,2005,0,0,0,1
927,1970,0,0,0,11.3
927,1975,0,0,0,8.4
927,1980,0,0,0,8
927,1985,0,0,0,7.6
927,1990,0,0,0,7.7
927,1995,0,0,0,6.4
927,2000,0,0,0,6
927,2005,0,0,0,7.1
931,1970,0,0,0,23.2
931,1975,0,0,0,23.1
931,1980,0,0,0,22
931,1985,0,0,0,19.7
931,1990,0,0,0,17.4
931,1995,0,0,0,16
931,2000,0,0,0,14.4
931,2005,0,0,0,12
935,1970,0,0,0,23
935,1975,0,0,0,19.6
935,1980,0,0,0,19.5
935,1985,0,0,0,19.3
935,1990,0,0,0,16.6
935,1995,0,0,0,14.2
935,2000,0,0,0,12.2
935,2005,0,0,0,11.2
954,1970,0,0,0,27.6
954,1975,0,0,0,27.3
954,1980,0,0,0,27.3
954,1985,0,0,0,25.5
954,1990,0,0,0,24.1
954,1995,0,0,0,22.3
954,2000,0,0,0,18.7
954,2005,0,0,0,15.9
957,1970,0,0,0,27.7
957,1975,0,0,0,25.6
957,1980,0,0,0,26.6
957,1985,0,0,0,25.6
957,1990,0,0,0,23.2
957,1995,0,0,0,21.4
957,2000,0,0,0,19.2
957,2005,0,0,0,16.8
100,2010,0,0,0,-5.9
100,2015,0,0,0,-6.3
100,2020,0,0,0,-6.6
100,2025,0,0,0,-7.1
100,2030,0,0,0,-7.1
100,2035,0,0,0,-7.3
100,2040,0,0,0,-7.8
100,2045,0,0,0,-8.6
100,2050,0,0,0,-9.3
100,2055,0,0,0,-9.9
100,2060,0,0,0,-10.4
100,2065,0,0,0,-11
100,2070,0,0,0,-11.5
100,2075,0,0,0,-11.9
100,2080,0,0,0,-12
100,2085,0,0,0,-12
100,2090,0,0,0,-11.7
100,2095,0,0,0,-11.6
104,2010,0,0,0,6.4
104,2015,0,0,0,4.5
104,2020,0,0,0,2.4
104,2025,0,0,0,0.4
104,2030,0,0,0,-1
104,2035,0,0,0,-2.5
104,2040,0,0,0,-3.9
104,2045,0,0,0,-5.4
104,2050,0,0,0,-6.6
104,2055,0,0,0,-7.6
104,2060,0,0,0,-8.5
104,2065,0,0,0,-9.3
104,2070,0,0,0,-10
104,2075,0,0,0,-10.7
104,2080,0,0,0,-11.4
104,2085,0,0,0,-11.8
104,2090,0,0,0,-12.1
104,2095,0,0,0,-12.3
108,2010,0,0,0,19.9
108,2015,0,0,0,17.8
108,2020,0,0,0,14.8
108,2025,0,0,0,11.3
108,2030,0,0,0,9.5
108,2035,0,0,0,8
108,2040,0,0,0,6.6
108,2045,0,0,0,5.1
108,2050,0,0,0,3.7
108,2055,0,0,0,2.4
108,2060,0,0,0,1.2
108,2065,0,0,0,0.2
108,2070,0,0,0,-0.9
108,2075,0,0,0,-1.9
108,2080,0,0,0,-2.8
108,2085,0,0,0,-3.7
108,2090,0,0,0,-4.5
108,2095,0,0,0,-5.3
112,2010,0,0,0,-2.6
112,2015,0,0,0,-3.2
112,2020,0,0,0,-4.1
112,2025,0,0,0,-5
112,2030,0,0,0,-5.2
112,2035,0,0,0,-5.4
112,2040,0,0,0,-5.9
112,2045,0,0,0,-6.9
112,2050,0,0,0,-7.7
112,2055,0,0,0,-8.4
112,2060,0,0,0,-8.9
112,2065,0,0,0,-9.3
112,2070,0,0,0,-9.9
112,2075,0,0,0,-10.5
112,2080,0,0,0,-11.1
112,2085,0,0,0,-11.3
112,2090,0,0,0,-11.2
112,2095,0,0,0,-11.2
116,2010,0,0,0,13.7
116,2015,0,0,0,11.8
116,2020,0,0,0,9.5
116,2025,0,0,0,6.9
116,2030,0,0,0,5.2
116,2035,0,0,0,3.8
116,2040,0,0,0,2.4
116,2045,0,0,0,0.9
116,2050,0,0,0,-0.5
116,2055,0,0,0,-1.9
116,2060,0,0,0,-3.3
116,2065,0,0,0,-4.7
116,2070,0,0,0,-6.2
116,2075,0,0,0,-7.5
116,2080,0,0,0,-8.7
116,2085,0,0,0,-9.5
116,2090,0,0,0,-10.1
116,2095,0,0,0,-10.5
12,2010,0,0,0,14
12,2015,0,0,0,11.7
12,2020,0,0,0,9.1
12,2025,0,0,0,6.7
12,2030,0,0,0,5.4
12,2035,0,0,0,4.4
12,2040,0,0,0,3.2
12,2045,0,0,0,1.6
12,2050,0,0,0,0
12,2055,0,0,0,-1.6
12,2060,0,0,0,-2.9
12,2065,0,0,0,-4.1
12,2070,0,0,0,-5.2
12,2075,0,0,0,-6.2
12,2080,0,0,0,-7.1
12,2085,0,0,0,-7.8
